Product_Code,Warehouse,Product_Category,Date,Order_Demand
Product_1581,Whse_C,Category_005,2012/12/12,4000
Product_2015,Whse_C,Category_005,2012/12/12,3000
Product_1581,Whse_C,Category_005,2012/12/19,3000
Product_0071,Whse_C,Category_019,2012/1/9,99000
Product_1570,Whse_C,Category_019,2012/1/12,8000
Product_0083,Whse_C,Category_019,2012/1/18,40000
Product_1570,Whse_C,Category_019,2012/1/19,15000
Product_1570,Whse_C,Category_019,2012/1/31,28000
Product_0083,Whse_C,Category_019,2012/2/1,20000
Product_0083,Whse_C,Category_019,2012/2/3,1000
Product_0083,Whse_C,Category_019,2012/2/9,152000
Product_0071,Whse_C,Category_019,2012/2/15,100000
Product_1570,Whse_C,Category_019,2012/2/17,30000
Product_0083,Whse_C,Category_019,2012/2/23,199000
Product_0083,Whse_C,Category_019,2012/2/27,3000
Product_1502,Whse_C,Category_019,2012/2/29,3000
Product_1570,Whse_C,Category_019,2012/3/2,42500
Product_1570,Whse_C,Category_019,2012/3/2,7500
Product_0083,Whse_C,Category_019,2012/3/7,6000
Product_1570,Whse_C,Category_019,2012/3/8,10000
Product_0071,Whse_C,Category_019,2012/3/15,100000
Product_0083,Whse_C,Category_019,2012/3/15,207000
Product_1570,Whse_C,Category_019,2012/3/19,5000
Product_1502,Whse_C,Category_019,2012/3/28,3500
Product_1570,Whse_C,Category_019,2012/4/6,10000
Product_0071,Whse_C,Category_019,2012/4/9,1000
Product_0083,Whse_C,Category_019,2012/4/9,1000
Product_0083,Whse_C,Category_019,2012/4/23,3000
Product_1570,Whse_C,Category_019,2012/4/25,25500
Product_1570,Whse_C,Category_019,2012/5/2,4000
Product_0083,Whse_C,Category_019,2012/5/9,10000
Product_1570,Whse_C,Category_019,2012/5/14,15000
Product_1570,Whse_C,Category_019,2012/5/14,10000
Product_0071,Whse_C,Category_019,2012/5/24,80000
Product_0083,Whse_C,Category_019,2012/5/24,100000
Product_1570,Whse_C,Category_019,2012/5/24,500
Product_0083,Whse_C,Category_019,2012/5/29,1000
Product_1570,Whse_C,Category_019,2012/6/8,70000
Product_1502,Whse_C,Category_019,2012/6/14,2000
Product_1570,Whse_C,Category_019,2012/6/14,4500
Product_0083,Whse_C,Category_019,2012/6/18,1000
Product_1570,Whse_C,Category_019,2012/6/20,53000
Product_0071,Whse_C,Category_019,2012/6/20,280000
Product_0083,Whse_C,Category_019,2012/6/20,260000
Product_1570,Whse_C,Category_019,2012/6/28,1500
Product_1570,Whse_C,Category_019,2012/7/3,57000
Product_0071,Whse_C,Category_019,2012/7/4,325000
Product_1570,Whse_C,Category_019,2012/7/4,163500
Product_0071,Whse_C,Category_019,2012/7/9,200000
Product_0071,Whse_C,Category_019,2012/7/9,1000
Product_0071,Whse_C,Category_019,2012/7/9,249000
Product_0083,Whse_C,Category_019,2012/7/9,280000
Product_0083,Whse_C,Category_019,2012/7/9,400000
Product_0083,Whse_C,Category_019,2012/7/18,2000
Product_0083,Whse_C,Category_019,2012/7/25,8000
Product_0083,Whse_C,Category_019,2012/7/25,2000
Product_1570,Whse_C,Category_019,2012/7/25,5000
Product_1570,Whse_C,Category_019,2012/7/27,3500
Product_0083,Whse_C,Category_019,2012/8/6,10000
Product_0083,Whse_C,Category_019,2012/8/8,20000
Product_1570,Whse_C,Category_019,2012/8/8,1500
Product_1570,Whse_C,Category_019,2012/8/20,3500
Product_1502,Whse_C,Category_019,2012/8/27,2000
Product_1570,Whse_C,Category_019,2012/9/11,42000
Product_1502,Whse_C,Category_019,2012/9/19,1500
Product_1570,Whse_C,Category_019,2012/9/19,1000
Product_1570,Whse_C,Category_019,2012/10/8,44000
Product_1570,Whse_C,Category_019,2012/10/10,2000
Product_1570,Whse_C,Category_019,2012/10/23,5000
Product_1570,Whse_C,Category_019,2012/10/24,2000
Product_1570,Whse_C,Category_019,2012/10/26,10000
Product_0083,Whse_C,Category_019,2012/11/23,8000
Product_1570,Whse_C,Category_019,2012/11/28,56000
Product_0071,Whse_C,Category_019,2012/12/4,250000
Product_0083,Whse_C,Category_019,2012/12/4,150000
Product_0083,Whse_C,Category_019,2012/12/6,60000
Product_1431,Whse_C,Category_019,2011/12/20,1000
Product_1101,Whse_C,Category_032,2012/2/13,2000
Product_1101,Whse_C,Category_032,2012/5/4,1000
Product_1101,Whse_C,Category_032,2012/11/14,1000
Product_0894,Whse_C,Category_023,2012/7/9,100
Product_0561,Whse_C,Category_030,2012/8/15,100
Product_0561,Whse_C,Category_030,2012/8/20,400
Product_1278,Whse_C,Category_019,2012/2/10,5000
Product_1238,Whse_C,Category_019,2012/3/8,1750
Product_1278,Whse_C,Category_019,2012/3/28,9000
Product_1278,Whse_C,Category_019,2012/5/17,3000
Product_1278,Whse_C,Category_019,2012/5/25,2000
Product_1439,Whse_C,Category_019,2012/6/4,12000
Product_1439,Whse_C,Category_019,2012/6/26,5000
Product_1278,Whse_C,Category_019,2012/7/3,5000
Product_1439,Whse_C,Category_019,2012/7/6,11000
Product_1439,Whse_C,Category_019,2012/7/6,8000
Product_1439,Whse_C,Category_019,2012/7/11,2000
Product_1278,Whse_C,Category_019,2012/7/16,3000
Product_1439,Whse_C,Category_019,2012/8/21,4000
Product_1278,Whse_C,Category_019,2012/8/29,2000
Product_0642,Whse_C,Category_019,2012/9/18,1
Product_1278,Whse_C,Category_019,2012/10/8,10000
Product_1835,Whse_C,Category_006,2011/12/27,10000
Product_1823,Whse_C,Category_006,2012/1/3,15000
Product_1823,Whse_C,Category_006,2012/1/3,20000
Product_1823,Whse_C,Category_006,2012/1/12,45000
Product_1835,Whse_C,Category_006,2012/1/12,15000
Product_1823,Whse_C,Category_006,2012/2/3,35000
Product_1823,Whse_C,Category_006,2012/2/14,15000
Product_1823,Whse_C,Category_006,2012/2/14,15000
Product_1835,Whse_C,Category_006,2012/2/17,10000
Product_1823,Whse_C,Category_006,2012/3/19,5000
Product_1835,Whse_C,Category_006,2012/3/19,5000
Product_1823,Whse_C,Category_006,2012/3/29,20000
Product_1835,Whse_C,Category_006,2012/3/29,15000
Product_1823,Whse_C,Category_006,2012/4/9,25000
Product_1823,Whse_C,Category_006,2012/4/12,25000
Product_1835,Whse_C,Category_006,2012/4/12,15000
Product_1823,Whse_C,Category_006,2012/5/4,25000
Product_1823,Whse_C,Category_006,2012/5/9,5000
Product_1835,Whse_C,Category_006,2012/5/9,15000
Product_1823,Whse_C,Category_006,2012/5/16,25000
Product_1835,Whse_C,Category_006,2012/5/30,20000
Product_1823,Whse_C,Category_006,2012/6/7,30000
Product_1835,Whse_C,Category_006,2012/6/7,20000
Product_1823,Whse_C,Category_006,2012/6/20,25000
Product_1823,Whse_C,Category_006,2012/6/22,20000
Product_1835,Whse_C,Category_006,2012/6/22,25000
Product_1823,Whse_C,Category_006,2012/7/13,35000
Product_1835,Whse_C,Category_006,2012/7/13,25000
Product_1823,Whse_C,Category_006,2012/7/16,25000
Product_1823,Whse_C,Category_006,2012/7/23,20000
Product_1823,Whse_C,Category_006,2012/8/6,25000
Product_1823,Whse_C,Category_006,2012/8/13,20000
Product_1835,Whse_C,Category_006,2012/8/13,25000
Product_1823,Whse_C,Category_006,2012/8/16,20000
Product_1835,Whse_C,Category_006,2012/8/16,5000
Product_1823,Whse_C,Category_006,2012/9/3,20000
Product_1823,Whse_C,Category_006,2012/9/10,20000
Product_1823,Whse_C,Category_006,2012/9/20,5000
Product_1835,Whse_C,Category_006,2012/9/20,15000
Product_1823,Whse_C,Category_006,2012/10/8,25000
Product_1823,Whse_C,Category_006,2012/10/10,10000
Product_1835,Whse_C,Category_006,2012/10/10,10000
Product_1823,Whse_C,Category_006,2012/10/16,35000
Product_1835,Whse_C,Category_006,2012/10/24,5000
Product_1823,Whse_C,Category_006,2012/10/26,30000
Product_1835,Whse_C,Category_006,2012/10/26,10000
Product_1835,Whse_C,Category_006,2012/11/9,5000
Product_1823,Whse_C,Category_006,2012/11/14,10000
Product_1823,Whse_C,Category_006,2012/11/23,5000
Product_1835,Whse_C,Category_006,2012/11/23,5000
Product_1823,Whse_C,Category_006,2012/12/4,10000
Product_1835,Whse_C,Category_006,2012/12/4,5000
Product_1823,Whse_C,Category_006,2012/12/12,10000
Product_1823,Whse_C,Category_006,2012/12/19,10000
Product_1835,Whse_C,Category_006,2012/12/19,5000
Product_0033,Whse_C,Category_005,2012/1/3,1000
Product_0033,Whse_C,Category_005,2012/2/15,3000
Product_0617,Whse_C,Category_001,2012/9/18,5
Product_0617,Whse_C,Category_001,2012/9/18,2
Product_0617,Whse_C,Category_001,2012/11/13,11
Product_0617,Whse_C,Category_001,2012/11/13,1
Product_0608,Whse_C,Category_001,2012/8/20,5
Product_0608,Whse_C,Category_001,2012/11/12,5
Product_0620,Whse_C,Category_001,2012/2/13,9
Product_0620,Whse_C,Category_001,2012/3/15,197
Product_0620,Whse_C,Category_001,2012/4/9,9
Product_0620,Whse_C,Category_001,2012/6/4,197
Product_0620,Whse_C,Category_001,2012/6/26,4
Product_1859,Whse_C,Category_001,2012/7/20,1
Product_0620,Whse_C,Category_001,2012/8/7,134
Product_0620,Whse_C,Category_001,2012/8/7,53
Product_0620,Whse_C,Category_001,2012/8/7,1
Product_0620,Whse_C,Category_001,2012/8/7,9
Product_0620,Whse_C,Category_001,2012/9/7,3
Product_0620,Whse_C,Category_001,2012/11/8,2
Product_0620,Whse_C,Category_001,2012/10/22,197
Product_0620,Whse_C,Category_001,2012/11/23,2
Product_0620,Whse_C,Category_001,2012/12/3,3
Product_0620,Whse_C,Category_001,2012/12/11,3
Product_1967,Whse_C,Category_005,2012/1/5,8000
Product_1967,Whse_C,Category_005,2012/3/15,5000
Product_1967,Whse_C,Category_005,2012/4/2,3000
Product_1967,Whse_C,Category_005,2012/4/23,2000
Product_1967,Whse_C,Category_005,2012/4/27,2000
Product_1967,Whse_C,Category_005,2012/6/4,8000
Product_1967,Whse_C,Category_005,2012/7/30,8000
Product_1967,Whse_C,Category_005,2012/8/27,4000
Product_1564,Whse_C,Category_019,2011/12/23,5700
Product_1432,Whse_C,Category_019,2011/12/26,118000
Product_0063,Whse_C,Category_019,2012/2/20,25000
Product_1502,Whse_C,Category_019,2012/2/15,500
Product_1342,Whse_C,Category_019,2012/3/14,1000
Product_0094,Whse_C,Category_019,2012/4/5,1000
Product_1480,Whse_C,Category_019,2012/4/5,81000
Product_1564,Whse_C,Category_019,2012/4/5,2000
Product_1281,Whse_C,Category_019,2012/4/16,5000
Product_1432,Whse_C,Category_019,2012/5/1,30000
Product_1342,Whse_C,Category_019,2012/4/24,3000
Product_1432,Whse_C,Category_019,2012/5/9,70000
Product_0094,Whse_C,Category_019,2012/5/15,2000
Product_1281,Whse_C,Category_019,2012/5/15,5000
Product_1281,Whse_C,Category_019,2012/6/4,10000
Product_1342,Whse_C,Category_019,2012/5/15,100000
Product_1502,Whse_C,Category_019,2012/5/15,105500
Product_1432,Whse_C,Category_019,2012/5/17,40000
Product_1341,Whse_C,Category_019,2012/5/22,1000
Product_1394,Whse_C,Category_019,2012/5/22,1000
Product_1432,Whse_C,Category_019,2012/6/8,91000
Product_1281,Whse_C,Category_019,2012/6/4,35000
Product_1480,Whse_C,Category_019,2012/6/11,10000
Product_1480,Whse_C,Category_019,2012/6/12,64000
Product_1480,Whse_C,Category_019,2012/6/12,58000
Product_1281,Whse_C,Category_019,2012/8/6,8000
Product_1564,Whse_C,Category_019,2012/6/19,6600
Product_1281,Whse_C,Category_019,2012/7/10,70000
Product_1564,Whse_C,Category_019,2012/6/22,7000
Product_0071,Whse_C,Category_019,2012/6/26,65000
Product_0071,Whse_C,Category_019,2012/6/26,25000
Product_1432,Whse_C,Category_019,2012/6/26,96000
Product_0071,Whse_C,Category_019,2012/8/21,1000
Product_0071,Whse_C,Category_019,2012/8/30,49000
Product_1432,Whse_C,Category_019,2012/7/13,69000
Product_1342,Whse_C,Category_019,2012/7/17,9000
Product_1480,Whse_C,Category_019,2012/7/17,8000
Product_1502,Whse_C,Category_019,2012/7/17,2750
Product_1342,Whse_C,Category_019,2012/7/17,8000
Product_1480,Whse_C,Category_019,2012/7/17,5000
Product_1502,Whse_C,Category_019,2012/7/17,4000
Product_0094,Whse_C,Category_019,2012/7/20,1000
Product_0063,Whse_C,Category_019,2012/8/30,30000
Product_0071,Whse_C,Category_019,2012/10/28,12000
Product_1432,Whse_C,Category_019,2012/8/15,90000
Product_1341,Whse_C,Category_019,2012/9/4,1000
Product_0071,Whse_C,Category_019,2012/11/4,10000
Product_1394,Whse_C,Category_019,2012/9/17,1000
Product_1432,Whse_C,Category_019,2012/9/17,90000
Product_0071,Whse_C,Category_019,2012/11/4,20000
Product_1564,Whse_C,Category_019,2012/9/25,3000
Product_1564,Whse_C,Category_019,2012/10/12,3000
Product_1480,Whse_C,Category_019,2012/10/16,37000
Product_1564,Whse_C,Category_019,2012/10/16,800
Product_1564,Whse_C,Category_019,2012/10/16,23200
Product_1281,Whse_C,Category_019,2012/10/22,80000
Product_1480,Whse_C,Category_019,2012/10/22,50000
Product_1564,Whse_C,Category_019,2012/10/22,15200
Product_1564,Whse_C,Category_019,2012/10/22,2300
Product_1502,Whse_C,Category_019,2012/10/22,45250
Product_1480,Whse_C,Category_019,2012/11/8,128000
Product_1502,Whse_C,Category_019,2012/11/8,40000
Product_1432,Whse_C,Category_019,2012/11/8,90000
Product_1480,Whse_C,Category_019,2012/11/15,4000
Product_1480,Whse_C,Category_019,2012/11/16,79000
Product_1502,Whse_C,Category_019,2012/11/16,34750
Product_1564,Whse_C,Category_019,2012/11/16,4600
Product_1341,Whse_C,Category_019,2012/11/27,2000
Product_1342,Whse_C,Category_019,2012/11/27,4000
Product_0891,Whse_C,Category_023,2012/2/14,200
Product_0894,Whse_C,Category_023,2011/12/30,200
Product_0894,Whse_C,Category_023,2012/1/5,200
Product_0891,Whse_C,Category_023,2012/2/6,100
Product_0892,Whse_C,Category_023,2012/2/6,250
Product_0893,Whse_C,Category_023,2012/1/19,20
Product_0893,Whse_C,Category_023,2012/2/6,80
Product_0894,Whse_C,Category_023,2012/1/19,100
Product_0894,Whse_C,Category_023,2012/2/6,400
Product_0891,Whse_C,Category_023,2012/2/16,500
Product_0889,Whse_C,Category_023,2012/2/8,40
Product_0884,Whse_C,Category_023,2012/2/15,24
Product_0893,Whse_C,Category_023,2012/3/1,40
Product_0894,Whse_C,Category_023,2012/2/27,240
Product_0894,Whse_C,Category_023,2012/3/15,320
Product_0892,Whse_C,Category_023,2012/3/9,500
Product_0893,Whse_C,Category_023,2012/3/26,40
Product_0893,Whse_C,Category_023,2012/4/23,80
Product_0889,Whse_C,Category_023,2012/3/22,70
Product_0889,Whse_C,Category_023,2012/4/15,40
Product_0891,Whse_C,Category_023,2012/4/2,150
Product_0891,Whse_C,Category_023,2012/4/23,230
Product_0892,Whse_C,Category_023,2012/4/23,200
Product_0891,Whse_C,Category_023,2012/4/23,160
Product_0892,Whse_C,Category_023,2012/4/23,140
Product_0893,Whse_C,Category_023,2012/4/16,130
Product_0894,Whse_C,Category_023,2012/4/23,150
Product_0893,Whse_C,Category_023,2012/4/17,30
Product_0891,Whse_C,Category_023,2012/5/17,150
Product_0892,Whse_C,Category_023,2012/5/17,100
Product_0894,Whse_C,Category_023,2012/5/21,150
Product_0891,Whse_C,Category_023,2012/5/14,120
Product_0891,Whse_C,Category_023,2012/6/11,110
Product_0891,Whse_C,Category_023,2012/7/9,110
Product_0893,Whse_C,Category_023,2012/5/2,50
Product_0894,Whse_C,Category_023,2012/6/11,330
Product_0891,Whse_C,Category_023,2012/5/17,540
Product_0891,Whse_C,Category_023,2012/7/5,10
Product_0892,Whse_C,Category_023,2012/5/17,200
Product_0892,Whse_C,Category_023,2012/6/20,600
Product_0893,Whse_C,Category_023,2012/5/18,30
Product_0893,Whse_C,Category_023,2012/5/18,20
Product_0893,Whse_C,Category_023,2012/6/18,120
Product_0893,Whse_C,Category_023,2012/6/18,20
Product_0893,Whse_C,Category_023,2012/6/18,20
Product_0893,Whse_C,Category_023,2012/6/21,100
Product_0893,Whse_C,Category_023,2012/6/21,20
Product_0893,Whse_C,Category_023,2012/6/26,20
Product_0893,Whse_C,Category_023,2012/6/8,100
Product_0893,Whse_C,Category_023,2012/6/8,60
Product_0889,Whse_C,Category_023,2012/6/20,30
Product_0891,Whse_C,Category_023,2012/6/20,400
Product_0894,Whse_C,Category_023,2012/6/20,300
Product_0891,Whse_C,Category_023,2012/6/15,50
Product_0891,Whse_C,Category_023,2012/6/26,200
Product_0893,Whse_C,Category_023,2012/6/21,160
Product_0872,Whse_C,Category_023,2012/6/27,250
Product_0872,Whse_C,Category_023,2012/6/27,750
Product_0883,Whse_C,Category_023,2012/6/27,70
Product_0889,Whse_C,Category_023,2012/6/27,310
Product_0891,Whse_C,Category_023,2012/7/10,100
Product_0891,Whse_C,Category_023,2012/8/6,300
Product_0892,Whse_C,Category_023,2012/7/10,100
Product_0892,Whse_C,Category_023,2012/7/18,400
Product_0872,Whse_C,Category_023,2012/6/29,2000
Product_0894,Whse_C,Category_023,2012/7/3,200
Product_0891,Whse_C,Category_023,2012/8/6,400
Product_0893,Whse_C,Category_023,2012/7/20,100
Product_0894,Whse_C,Category_023,2012/7/20,10
Product_0889,Whse_C,Category_023,2012/7/20,110
Product_0889,Whse_C,Category_023,2012/8/20,60
Product_0889,Whse_C,Category_023,2012/8/20,100
Product_0889,Whse_C,Category_023,2012/9/3,150
Product_0894,Whse_C,Category_023,2012/7/20,80
Product_0894,Whse_C,Category_023,2012/8/6,400
Product_0894,Whse_C,Category_023,2012/9/3,300
Product_0877,Whse_C,Category_023,2012/7/25,15640
Product_0877,Whse_C,Category_023,2012/8/6,5960
Product_0889,Whse_C,Category_023,2012/8/31,360
Product_0891,Whse_C,Category_023,2012/9/11,300
Product_0892,Whse_C,Category_023,2012/9/11,450
Product_0893,Whse_C,Category_023,2012/8/21,280
Product_0894,Whse_C,Category_023,2012/9/11,200
Product_0893,Whse_C,Category_023,2012/10/8,100
Product_0890,Whse_C,Category_023,2012/9/3,10
Product_0891,Whse_C,Category_023,2012/10/9,350
Product_0891,Whse_C,Category_023,2012/12/2,150
Product_0892,Whse_C,Category_023,2012/10/15,130
Product_0893,Whse_C,Category_023,2012/10/9,20
Product_0893,Whse_C,Category_023,2012/11/26,70
Product_0893,Whse_C,Category_023,2012/11/27,70
Product_0894,Whse_C,Category_023,2012/12/3,260
Product_0368,Whse_C,Category_030,2012/5/22,500
Product_0368,Whse_C,Category_030,2012/6/27,500
Product_1904,Whse_C,Category_019,2012/1/5,42000
Product_1904,Whse_C,Category_019,2012/1/13,4000
Product_1904,Whse_C,Category_019,2012/1/16,115000
Product_1431,Whse_C,Category_019,2012/1/31,9000
Product_1904,Whse_C,Category_019,2012/1/31,150000
Product_1904,Whse_C,Category_019,2012/2/10,2000
Product_1431,Whse_C,Category_019,2012/2/17,6000
Product_1904,Whse_C,Category_019,2012/2/17,50000
Product_1904,Whse_C,Category_019,2012/2/23,2000
Product_1904,Whse_C,Category_019,2012/2/24,30000
Product_1904,Whse_C,Category_019,2012/2/28,2000
Product_1431,Whse_C,Category_019,2012/3/5,8000
Product_1431,Whse_C,Category_019,2012/3/6,3000
Product_1904,Whse_C,Category_019,2012/3/8,50000
Product_1431,Whse_C,Category_019,2012/3/16,4000
Product_1904,Whse_C,Category_019,2012/3/16,50000
Product_1904,Whse_C,Category_019,2012/3/21,54000
Product_1904,Whse_C,Category_019,2012/3/26,10000
Product_1431,Whse_C,Category_019,2012/3/29,10000
Product_1904,Whse_C,Category_019,2012/3/29,2000
Product_1904,Whse_C,Category_019,2012/4/6,50000
Product_1431,Whse_C,Category_019,2012/4/11,8000
Product_1904,Whse_C,Category_019,2012/5/8,70000
Product_1431,Whse_C,Category_019,2012/5/31,5000
Product_1904,Whse_C,Category_019,2012/5/31,50000
Product_1904,Whse_C,Category_019,2012/7/5,50000
Product_1904,Whse_C,Category_019,2012/7/19,50000
Product_1904,Whse_C,Category_019,2012/7/26,50000
Product_1904,Whse_C,Category_019,2012/8/23,50000
Product_1904,Whse_C,Category_019,2012/8/30,50000
Product_1904,Whse_C,Category_019,2012/9/11,6000
Product_1904,Whse_C,Category_019,2012/9/19,26000
Product_1904,Whse_C,Category_019,2012/9/24,26000
Product_1904,Whse_C,Category_019,2012/10/11,100000
Product_1431,Whse_C,Category_019,2012/10/26,5000
Product_1904,Whse_C,Category_019,2012/11/7,16000
Product_1904,Whse_C,Category_019,2012/11/8,100000
Product_1431,Whse_C,Category_019,2012/11/15,4000
Product_1904,Whse_C,Category_019,2012/11/26,100000
Product_1431,Whse_C,Category_019,2012/12/3,12000
Product_1904,Whse_C,Category_019,2012/12/14,12000
Product_1431,Whse_C,Category_019,2012/4/16,39000
Product_1485,Whse_C,Category_019,2012/4/9,4000
Product_1485,Whse_C,Category_019,2012/4/9,6000
Product_1520,Whse_C,Category_019,2012/4/9,28000
Product_1520,Whse_C,Category_019,2012/4/9,20000
Product_1520,Whse_C,Category_019,2012/4/9,27000
Product_1520,Whse_C,Category_019,2012/4/9,5000
Product_1278,Whse_C,Category_019,2012/5/9,21000
Product_1431,Whse_C,Category_019,2012/5/9,2000
Product_1431,Whse_C,Category_019,2012/5/9,18000
Product_1520,Whse_C,Category_019,2012/5/9,10000
Product_1278,Whse_C,Category_019,2012/6/7,18000
Product_1431,Whse_C,Category_019,2012/6/7,77000
Product_1278,Whse_C,Category_019,2012/7/27,8000
Product_1431,Whse_C,Category_019,2012/7/27,12000
Product_1485,Whse_C,Category_019,2012/7/27,2000
Product_1520,Whse_C,Category_019,2012/7/27,3000
Product_1431,Whse_C,Category_019,2012/11/22,41000
Product_1485,Whse_C,Category_019,2012/11/22,1000
Product_1570,Whse_C,Category_019,2012/1/5,2000
Product_1570,Whse_C,Category_019,2012/1/10,10000
Product_1570,Whse_C,Category_019,2012/1/19,20000
Product_1570,Whse_C,Category_019,2012/1/31,10000
Product_1355,Whse_C,Category_019,2012/2/24,2000
Product_1570,Whse_C,Category_019,2012/3/2,4000
Product_1570,Whse_C,Category_019,2012/3/16,5000
Product_1570,Whse_C,Category_019,2012/3/27,5500
Product_1570,Whse_C,Category_019,2012/4/6,9000
Product_1570,Whse_C,Category_019,2012/4/10,14000
Product_1570,Whse_C,Category_019,2012/4/23,4000
Product_1570,Whse_C,Category_019,2012/5/8,4000
Product_1570,Whse_C,Category_019,2012/5/24,12000
Product_1570,Whse_C,Category_019,2012/5/25,20000
Product_1570,Whse_C,Category_019,2012/7/16,9000
Product_1570,Whse_C,Category_019,2012/7/26,3000
Product_1570,Whse_C,Category_019,2012/8/2,3500
Product_1570,Whse_C,Category_019,2012/8/14,9000
Product_1570,Whse_C,Category_019,2012/8/17,2000
Product_1570,Whse_C,Category_019,2012/10/15,4000
Product_1570,Whse_C,Category_019,2012/10/19,9000
Product_1570,Whse_C,Category_019,2012/10/31,12000
Product_2008,Whse_C,Category_005,2012/3/20,1000
Product_2008,Whse_C,Category_005,2012/5/7,1000
Product_1986,Whse_C,Category_005,2012/5/24,200
Product_2008,Whse_C,Category_005,2012/6/7,1000
Product_1986,Whse_C,Category_005,2012/8/6,200
Product_1986,Whse_C,Category_005,2012/11/28,300
Product_1404,Whse_C,Category_019,2012/2/15,2000
Product_1404,Whse_C,Category_019,2012/3/29,5000
Product_1394,Whse_C,Category_019,2012/5/17,3000
Product_1404,Whse_C,Category_019,2012/5/17,2000
Product_1404,Whse_C,Category_019,2012/7/6,7000
Product_1404,Whse_C,Category_019,2012/7/18,3000
Product_1404,Whse_C,Category_019,2012/8/6,1000
Product_1404,Whse_C,Category_019,2012/8/20,1000
Product_1404,Whse_C,Category_019,2012/9/6,5000
Product_1393,Whse_C,Category_019,2012/12/10,10000
Product_0556,Whse_C,Category_030,2012/5/2,8000
Product_0553,Whse_C,Category_030,2012/7/18,500
Product_1270,Whse_C,Category_019,2012/1/4,4000
Product_1439,Whse_C,Category_019,2012/1/4,18000
Product_1247,Whse_C,Category_019,2012/1/4,42000
Product_1270,Whse_C,Category_019,2012/1/10,2000
Product_1439,Whse_C,Category_019,2012/1/10,2000
Product_1247,Whse_C,Category_019,2012/1/10,16000
Product_1270,Whse_C,Category_019,2012/1/10,5000
Product_1281,Whse_C,Category_019,2012/1/10,4000
Product_1439,Whse_C,Category_019,2012/1/10,1000
Product_1247,Whse_C,Category_019,2012/1/10,19000
Product_1270,Whse_C,Category_019,2012/1/10,7000
Product_1439,Whse_C,Category_019,2012/1/10,1000
Product_1247,Whse_C,Category_019,2012/1/10,19000
Product_1270,Whse_C,Category_019,2012/1/17,2000
Product_1439,Whse_C,Category_019,2012/2/1,101000
Product_1270,Whse_C,Category_019,2012/2/7,5000
Product_1439,Whse_C,Category_019,2012/2/7,4000
Product_1247,Whse_C,Category_019,2012/2/7,65000
Product_1439,Whse_C,Category_019,2012/2/20,4000
Product_1247,Whse_C,Category_019,2012/2/20,71000
Product_1270,Whse_C,Category_019,2012/2/21,3000
Product_1439,Whse_C,Category_019,2012/2/21,2000
Product_1247,Whse_C,Category_019,2012/2/21,60000
